name,phone,ownerName,description,location,companyUrl
Guardian Installations,NA,NA,NA,NA,NA
Precision Upfitting,704-566-9581,NA,Precision Upfitting offers professional vehicle upfitting solutions for clients in Charlotte and the surrounding areas.,"Charlotte, North Carolina",http://www.precisionupfitting.com
Top Notch Emergency Vehicle Services,708-942-3020,NA,Top Notch Emergency Vehicle Services specializes in providing high-quality emergency vehicle services to clients.,NA,NA
Kodiak Fleet Services,NA,NA,NA,NA,NA
Kodiak Emergency Solutions,NA,NA,NA,NA,NA
Kodiak Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Alaska Emergency Vehicle Installations (AEVI),907-444-1600,Bill Johnson,Alaska Emergency Vehicle Installations (AEVI) specializes in customizing and outfitting emergency vehicles for various public safety agencies.,"Anchorage, Alaska",https://www.aevi.com
Emergency Vehicle Installation Center,NA,NA,NA,NA,NA
Extreme Emergency Vehicle Upfitters,NA,NA,NA,NA,NA
Arctic Emergency Vehicle Services,907-555-1234,Alex Smith,"Arctic Emergency Vehicle Services offers installations, maintenance, and repair services for emergency vehicles in the Arctic region.","Fairbanks, Alaska",https://www.arcticevs.com
North Star Emergency Vehicle Upfitting,907-789-5678,Samantha Lee,North Star Emergency Vehicle Upfitting specializes in customizing emergency vehicles to meet the specific requirements of public safety departments.,"Juneau, Alaska",https://www.northstarevu.com
Tundra Emergency Vehicle Installers,NA,NA,NA,NA,NA
Northern Lights Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Kotzebue Emergency Vehicle Specialists,907-987-6543,Emily Clark,Kotzebue Emergency Vehicle Specialists provide specialized emergency vehicle installations and services to the Kotzebue community.,"Kotzebue, Alaska",https://www.kotzebueevs.com
Polar Emergency Vehicle Installations,NA,NA,NA,NA,NA
Nome Emergency Vehicle Installation,NA,NA,NA,NA,NA
Arctic Circle Law Enforcement Installations,NA,NA,NA,NA,NA
Last Best Police Vehicle Upfitters,NA,NA,NA,NA,NA
Klondike Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Frozen North Law Enforcement Upfitting,NA,NA,NA,NA,NA
Palmer Emergency Vehicles,(508) 695-7134,Naomi M. Palmer,"Palmer Emergency Vehicles provides sales, service, and parts for new and used ambulances and emergency vehicles.","Seekonk, MA",https://www.palmerev.com
Texas Custom Upfitters,(512) 326-3753,NA,NA,"Austin, TX",https://www.texascustomupfitters.com
Advanced Mobile Fleet Solutions,(916) 447-0532,NA,NA,"Sacramento, CA",https://www.advancedmobilefleet.com
Empire Emergency Vehicles,(732) 226-0006,NA,NA,NA,https://www.empireemergency.com
Lone Star Emergency Group,(972) 263-4290,NA,NA,NA,https://lonestaremergencygroup.com
Texas Emergency Vehicles,(512) 835-7774,NA,NA,"Austin, TX",https://www.texasev.com
Defender Emergency Vehicles,(215) 441-4777,NA,NA,"Warminster, PA",https://www.defenderamb.com
Blue Line Emergency Vehicles,(973) 808-5611,NA,NA,"Fairfield, NJ",https://www.bluelineemergency.com
Vanguard Emergency Vehicles,NA,NA,NA,NA,https://www.vanguardevehicles.com
American Emergency Vehicles,(919) 856-5018,NA,NA,"Raleigh, NC",https://aev.com
Liberty Emergency Vehicles,(816) 500-3300,NA,NA,"Lee's Summit, MO",https://www.libertyambulances.com
Redline Emergency Vehicles,(915) 598-4411,NA,NA,"El Paso, TX",http://www.redlineemergency.com
Alaska Vehicle Upfitters,(907) 344-3707,NA,"Alaska Vehicle Upfitters specializes in outfitting vehicles for various purposes such as off-roading, commercial use, and emergency response.","Anchorage, Alaska",https://www.akupfitters.com
Northstar Fleet Solutions,(651) 459-0600,NA,Northstar Fleet Solutions provides fleet management and vehicle upfitting services for businesses and organizations.,"Newport, Minnesota",https://northstarfleet.com
Emergency Vehicle Installations,(604) 856-4505,NA,Emergency Vehicle Installations specializes in installing equipment and accessories on emergency response vehicles to optimize performance and safety.,"Aldergrove, British Columbia, Canada",http://emergencyvehicleinstallations.com
First Priority Emergency Vehicles,(732) 657-1104,NA,"First Priority Emergency Vehicles offers a range of emergency vehicle solutions including customization, upfitting, and equipment installations.","Manchester, New Jersey",https://firstpriorityemergencyvehicles.com
Grizzly Upfitters,NA,NA,NA,NA,NA
Emergency Vehicle Specialists,NA,NA,NA,NA,NA
West Coast Emergency Vehicles,NA,NA,NA,NA,NA
Northwest Emergency Vehicles,+1 800-305-3988,Dennis Cross,"Northwest Emergency Vehicles specializes in providing fire trucks, ambulances, and police vehicles to emergency service organizations.","Springville, UT",https://www.nwev.com
Rescue Vehicle Group,+1 714-757-1056,NA,"Rescue Vehicle Group offers a wide selection of new and used emergency vehicles for sale, including ambulances and fire trucks.","Anaheim, CA",https://www.rescuevehicle.com
EVS Emergency Vehicle Specialists,+1 630-389-8525,NA,"EVS Emergency Vehicle Specialists is a leading provider of custom emergency vehicle conversions for law enforcement, fire departments, and other emergency services.","Lombard, IL",http://www.emergencyvehicleupfitters.com
First Priority Emergency Vehicles,+1 631-472-5800,Jeff Stich,"First Priority Emergency Vehicles specializes in the sale and customization of emergency vehicles, including ambulances, fire trucks, and police cars.","Huntington Station, NY",https://www.firstpriorityemergencyvehicles.com
Pro Emergency Upfitting,NA,NA,NA,NA,NA
Klondike Police Vehicle Upfitters,NA,NA,NA,NA,NA
Midnight Mobile Police Upfitters,NA,NA,NA,NA,NA
Top Notch Emergency Vehicle Upfitting,NA,NA,NA,NA,NA
Blue Line Emergency Upfitters,NA,NA,NA,NA,NA
Chilkoot Police Vehicle Upfitters,NA,NA,NA,NA,NA
Cascadia Emergency Vehicle Installers,NA,NA,NA,NA,NA
Apex Fleet Services,844-928-9285,NA,NA,NA,https://apexfleet.com
Precision Fleet Services,503-470-9327,NA,NA,NA,https://precision-fleet.com
Guardian Fleet Services,888-614-2922,NA,NA,NA,https://guardianfleet.com
Pursuit Upfitters,NA,NA,NA,NA,NA
Dakota K Upfitting,NA,NA,NA,NA,NA
EVS Emergency Vehicle Specialists,NA,NA,NA,NA,NA
Setina Manufacturing,800-426-2627,NA,NA,NA,https://setina.com
D&R Electronics,519-793-4086,Dave Bondy,"D&R Electronics specializes in the design and manufacture of law enforcement vehicle equipment such as lights, sirens, and vehicle consoles.","Ontario, Canada",https://www.dandrelectronics.com
Setina Manufacturing,800-426-2627,NA,NA,NA,https://setina.com
Havis,866-524-5477,NA,"Havis designs and manufactures mobile office solutions for industries that rely on mobile workers, such as public safety, utility, and transportation.","Warminster, PA",https://www.havis.com
Whelen Engineering,860-526-9504,George W Whelen IV,Whelen Engineering is a leading provider of innovative lighting and siren solutions for the automotive and public safety industries.,"Chester, CT",https://www.whelen.com
Gamber-Johnson,800-487-2714,NA,"Gamber-Johnson designs and manufactures rugged mounting solutions for laptops, tablets, and other devices used in fleet vehicles.","Stevens Point, WI",https://www.gamberjohnson.com
SoundOff Signal,800-338-3133,NA,"SoundOff Signal is a global leader in the design and manufacture of innovative vehicle lighting and control systems for emergency, amber, and work truck vehicles.","Hudsonville, MI",https://www.soundoffsignal.com
Pro-gard Products,586-336-1903,NA,"Pro-gard Products specializes in the design and manufacture of law enforcement vehicle equipment such as prisoner transport systems, push bumpers, and prisoner partitions.","McHenry, IL",https://www.pro-gard.com
First Priority Emergency Vehicles,877-570-6961,Mike Marlin,First Priority Emergency Vehicles specializes in providing dependable and innovative emergency vehicles to first responders.,"Manchester, PA",https://www.firstpriorityglobal.com/
Rocky Mountain Emergency Vehicles,888-447-0244,Steve Gove,"Rocky Mountain Emergency Vehicles offers a wide range of high-quality emergency vehicles for fire, EMS, and law enforcement agencies.","Ft. Collins, CO",https://www.rmev.com/
Glick Fire Equipment Company,800-445-5058,NA,NA,NA,NA
Ten-8 Fire Equipment,877-989-2513,NA,Ten-8 Fire Equipment is a leading provider of fire apparatus and firefighting equipment for fire departments and emergency services.,"Bradenton, FL",https://www.ten8fire.com/
North Central Emergency Vehicles,877-898-5811,NA,North Central Emergency Vehicles offers a wide selection of new and used emergency vehicles and fire apparatus for various applications.,"Blue Earth, MN",https://www.ncevo.com/
MES - Fire Apparatus,800-445-4452,NA,"MES - Fire Apparatus specializes in providing high-quality fire apparatus, equipment, and services to fire departments and first responders.","Montoursville, PA",https://www.mesfire.com/
Patriot Fire,717-507-5031,NA,"Patriot Fire offers a range of fire apparatus, emergency vehicles, and firefighting equipment to meet the needs of fire departments and emergency services.","Harrisburg, PA",https://www.patriotfire.net/
Safetek Emergency Vehicles,813-968-6851,NA,Safetek Emergency Vehicles specializes in providing customized and quality emergency vehicles and equipment to first responders.,"Tampa, FL",http://www.safetek.net/
All American Emergency Vehicles,704-717-0259,NA,"All American Emergency Vehicles specializes in providing emergency vehicle solutions for law enforcement, fire, and EMS agencies.","Summerville, SC",https://www.aev.com
Premier Emergency Vehicles,800-523-3608,NA,Premier Emergency Vehicles is a leading provider of custom emergency vehicle solutions for first responders.,"Jefferson, LA",https://www.premiervehicles.com
Elite Emergency Equipment,330-784-5040,NA,Elite Emergency Equipment offers a wide range of emergency vehicle products and services for public safety agencies.,"Akron, OH",https://www.eliteemergencyservices.com
Rapid Response Emergency Vehicles,740-548-7273,NA,Rapid Response Emergency Vehicles specializes in the customization and upfitting of emergency vehicles for various public safety departments.,"Lewis Center, OH",https://www.rapidresponsevehicles.com
Emergency Vehicle Outfitters,NA,NA,NA,NA,NA
Pursuit Upfitters,NA,NA,NA,NA,NA
Glick Fire Equipment,717-684-5600,Bill Glick,Glick Fire Equipment specializes in providing fire apparatus and emergency vehicles for first responders.,"Naugler Hall, 790 May Post Office Rd, Strasburg, PA 17579",https://glickfire.com
Municipal Emergency Services,810-667-3368,NA,Municipal Emergency Services offers a range of services and products catered to emergency response teams.,"7575 Imlay City Rd, Smiths Creek, MI 48074",https://www.municipalems.com
SVI Trucks,"CO: 970-350-8816, TX: 817-529-5086",NA,SVI Trucks specializes in building custom fire and emergency response vehicles for various industries.,"3939 Royal Drive, Bldg. 4, Suite G, Kennesaw, GA 30144",https://www.svitrucks.com
Arrow Emergency,704-873-4507,NA,Arrow Emergency provides a range of emergency vehicles and equipment for first responders.,"1191 W Front St, Statesville, NC 28677",http://arrowemergencysales.com/
Bulldog Fire Apparatus,267-338-4515,NA,Bulldog Fire Apparatus offers a variety of fire trucks and apparatus for fire departments.,"6428 Lower York Rd, New Hope, PA 18938",https://www.bulldogfireapparatus.com
CRUSADER Emergency Vehicles,855-528-3762,NA,CRUSADER Emergency Vehicles specializes in custom-built emergency vehicles for first responders.,"152 Hempt Rd, Mechanicsburg, PA 17050",https://crusadervehicle.com
NJ Emergency Vehicles,NA,NA,NA,NA,NA
Munson Emergency,208-454-0004,NA,Munson Emergency provides emergency vehicle equipment and services to first responders.,"601 E Edison Ave, Sunnyslope, ID 83605",https://www.munsonfire.com
North Jersey Emergency,NA,NA,NA,NA,NA
Northeast Emergency,NA,NA,NA,NA,NA
Ace Emergency Vehicles,954-294-2507,NA,Ace Emergency Vehicles offers a variety of emergency response vehicles and equipment.,"35 N Federal Hwy, Dania Beach, FL 33004",https://www.aceemergency.com
Emergency Equipment,800-522-7343,NA,Emergency Equipment provides a wide range of emergency apparatus and gear for first responders.,"1312 Langham Creek Dr, Houston, TX 77084",https://www.emergencyequipment.com
Code 3 Emergency Vehicles,863-674-0476,NA,Code 3 Emergency Vehicles specializes in manufacturing emergency vehicles for various industries.,"8197 Drymon Ave, Fort Myers, FL 33905",http://www.code3.net
Clifton Police and Emergency Vehicle Upfitters,973-478-9869,NA,Clifton Police and Emergency Vehicle Upfitters provide custom modification services for emergency vehicles.,"18 Craig Pl, Clifton, NJ 07011",https://www.cpveu.com
Safe Fleet Commercial and Law Enforcement Vehicle Upfitting,1-844-245-SAFE,NA,NA,NA,https://www.safefleet.net/
Superior Upfitters,(704) 484-1700,Rick Jackson,Superior Upfitters specializes in providing upfitting services for emergency vehicles.,"Shelby, NC",http://www.superiorupfitters.com
Northern Arizona Emergency Vehicles,(928) 640-1234,NA,Northern Arizona Emergency Vehicles is a provider of emergency vehicle solutions in the northern Arizona region.,"Flagstaff, AZ",NA
S&R Emergency Upfitting,(301) 916-5690,Sherman L. Brown,S&R Emergency Upfitting specializes in emergency vehicle upfitting and installations.,"Rockville, MD",http://sremergencyupfitting.com
Firefighter Upfitters,(417) 830-7387,NA,NA,NA,NA
First Responder Installations,(833) 487-9001,NA,NA,NA,NA
EMT Vehicle Solutions,(877) 10-8331,NA,NA,NA,NA
Emergency Response Outfitters,(877) 391-6600,NA,NA,NA,NA
Florence Upfitting,843-656-0193,NA,NA,"Florence, NA",http://www.florenceupfitting.com/
Palmetto Custom Upfits,864-573-9247,NA,NA,"Spartanburg, NA",https://palmettocustomupfits.com/
Hero Upfit Solutions,770-966-8330,NA,NA,NA,https://heroupfitsolutions.com/
Blue Line Upfitters,636-233-3488,NA,NA,NA,https://bluelineupfitters.com/
Southern Emergency Upfitters,813-631-4198,NA,NA,NA,https://www.southernemergencyupfitters.com/
Code 3 Upfits,410-313-1174,NA,NA,NA,https://www.code3upfits.com/
Patriot Police Car Upfitting,713-436-3998,NA,NA,NA,https://patriotpoliceupfitting.com/
Carolina Custom Emergency Vehicles,910-236-8416,NA,NA,NA,https://www.carolinacustomemergencyvehicles.com/
Liberty Emergency Vehicle Upfitting,925-771-7359,NA,NA,NA,https://www.libertyevu.com/
Red Line Police Upfitting,716-546-1094,NA,NA,NA,https://redlinepoliceupfitting.com/
Crescent City Emergency Upfitters,504-368-6199,NA,NA,NA,https://www.crescentcityemergency.com/
Shield Emergency Vehicle Services,817-992-4449,NA,NA,NA,https://shieldevs.com/
Blue Ridge Emergency Vehicles,704-553-6199,NA,NA,NA,https://blueridgeev.com/
Star Fleet Upfitting,888-488-6011,NA,NA,NA,https://www.starfleetupfitting.com/
Coastal Custom Emergency Upfits,843-715-0375,NA,NA,NA,http://coastalcue.com/
First Priority Emergency Vehicles,800-247-7725,Steve Mongelli,"First Priority Emergency Vehicles specializes in the manufacturing and upfitting of emergency response vehicles for fire, police, and other emergency services.","215 Grimm Road, Bensalem, PA 19020",https://www.firstpriorityglobal.com
Upfitter's Depot,NA,NA,NA,NA,NA
Pro-Tech Emergency Products,800-939-7909,NA,"Pro-Tech Emergency Products offers a wide range of emergency vehicle equipment, including push bumpers, window armor, and prisoner partitions.",NA,https://protechwebstore.com
Emergency Vehicle Upfitters,610-375-7589,NA,Emergency Vehicle Upfitters specializes in outfitting emergency vehicles with custom equipment and accessories.,"Reading, PA",http://emergencyvehicleupfitters.com
Emergency One,"Ocala, FL: 352-237-6236
INFO: 1-800-777-4386",Artie Peabody,"Emergency One is a manufacturer of emergency vehicles including fire trucks, rescue vehicles, and ambulances.","Ocala, FL",https://www.e-one.com
First Priority Emergency Vehicles,732-657-1104,Craig Andersen,First Priority Emergency Vehicles specializes in designing and manufacturing custom emergency response vehicles for various industries.,"Manchester Township, NJ",https://www.firstpriorityemergencyvehicles.com
