"name","location","overview","contact","companyUrl"
"Southwest Public Safety","Tucson, AZ","Offers a wide range of police car equipment installations and upfitting solutions","520-555-5678","http://www.southwestpublicsafety.com"
"Arizona Emergency Products","Flagstaff, AZ","Specializes in emergency vehicle outfitting for police cars in Walpi.","928-526-0123","https://www.azemergencyservices.com"
"Southwest Public Safety","Phoenix, AZ","Provides full-service police car upfitting and installation services in Walpi.","602-885-8120","https://www.swps.com"
"SWAT Truck Services","123 Main St, Window Rock, AZ","Specializing in outfitting SWAT vehicles for law enforcement agencies.","555-555-5555","http://www.swattruckservices.com"
"Blue Line Emergency Vehicles","456 Oak St, Window Rock, AZ","Custom upfitting for police cars, fire trucks, and other emergency vehicles.","555-555-1234","http://www.bluelineemergencyvehicles.com"
"Rocky Mountain Fleet Solutions","789 Pine Ave, Window Rock, AZ","Offering a wide range of fleet services including police car installations.","555-555-4321","http://www.rockymountainfleetsolutions.com"
"Winslow Police Equipment","123 Main St, Winslow, AZ","Specializes in outfitting police vehicles with lights, sirens, and communication equipment.","(555) 123-4567","http://www.winslowpoliceequipment.com"
"Hometown Fleet Services","456 Oak St, Winslow, AZ","Provides comprehensive vehicle upfitting services for law enforcement agencies.","(555) 987-6543","http://www.hometownfleetservices.com"
"Yuma Police Equipment","2405 E 16th St, Yuma, AZ 85365","Specializes in outfitting police vehicles with lights, sirens, and other equipment.","928-782-4006","http://www.yumapoliceequipment.com"
"CMI Public Safety & Services","1355 W 13th St, Yuma, AZ 85364","Offers a wide range of services for law enforcement vehicles, including installations and upfitting.","928-344-3746","http://cmipublicsafety.com"
"Mac's Public Safety","953 S Avenue B, Yuma, AZ 85364","Provides police car equipment installations and upfitting services.","928-344-5313","http://www.macpublicsafety.com"
"Streicher's","Arkadelphia, AR","Specializes in emergency vehicle equipment and installations","555-555-5555","www.streichers.com"
"Arkansas State Police","Violation info 1 State Police Plaza Dr., Little Rock, AR 72209","The Arkansas State Police provides vehicles and equipment for law enforcement agencies across the state.","501-618-8000","https://asp.arkansas.gov/"
"AGS Fleet Services","7105 S 500 W, Redwood Rd, West Jordan, UT 84084","AGS Fleet Services provides upfitting services for police cars including installation of lights, sirens, cages, and more.","801-752-0057","https://agsfleetservices.com/"
"Priority One Public Safety","576 Elm Industrial Ct, Arnold, MO 63010","Priority One Public Safety specializes in upfitting police vehicles with high-quality equipment to meet the demands of law enforcement agencies.","800-777-6309","https://priorityonepublicsafety.com/"
"Code 3 Police Interceptors","Batesville, AR","Specializes in outfitting police vehicles with emergency lighting, sirens, radios, and other equipment.","555-555-5555","www.code3policeinterceptors.com"
"Custom Fleet Upfitters","Batesville, AR","Provides custom upfitting solutions for police vehicles including partition cages, gun racks, and storage systems.","555-555-5555","www.customfleetupfitters.com"
"Batesville Police Vehicle Solutions","Batesville, AR","Offers a range of services for police vehicle upfitting including computer mounts, video systems, and prisoner transport solutions.","555-555-5555","www.batesvillepolicevehiclesolutions.com"
"Arkansas State Police Fleet Operations","Little Rock, AR","Specializes in outfitting police vehicles for use by the Arkansas State Police.","501-618-8600","https://asp.arkansas.gov/fleet-operations"
"Emergency Vehicle Specialists, Inc.","Jacksonville, AR","Provides installation and upfitting services for emergency vehicles including police cars.","501-499-8635","https://www.evsi.net/"
"Eagle Protection Solutions","Blytheville, AR","Specializes in upfitting and installing equipment for police vehicles","555-555-5555","www.eagleprotectionsolutions.com"
"First Response Outfitters","Blytheville, AR","Offers a wide range of services for police vehicle customization","555-555-5555","www.firstresponseoutfitters.com"
"Fleet Manager","123 Main St, Camden, NJ","Specializes in outfitting police vehicles with the latest technology and equipment.","555-555-5555","http://www.fleetmanager.com"
"911 Vehicle Solutions","456 Elm St, Camden, NJ","Provides custom upfitting solutions for police vehicles tailored to specific needs.","555-123-4567","http://www.911vehiclesolutions.com"
"Camden Upfitters","789 Oak St, Camden, NJ","Offers a wide range of equipment installation services for police cars.","555-987-6543","http://www.camdenupfitters.com"
"Complete Emergency Equipment","Conway, AR","Specializes in supplying emergency vehicles and equipment to law enforcement agencies.","(501) 329-5664","https://www.ceeonlinestore.com/"
"Motorola Solutions","Conway, AR","Offers a range of communication and technology solutions for public safety agencies.","(800) 367-2346","https://www.motorolasolutions.com/"
"Southwest Public Safety","Conway, AR","Provides a variety of equipment and services for law enforcement and public safety agencies.","(479) 783-4886","https://www.swps.com/"
"Adams Mobile Solutions","Crossett, AR","Specializes in outfitting law enforcement vehicles with the latest equipment and technology.","555-555-5555","http://www.adamsmobilesolutions.com"
"Southern Specialty Vehicles","Crossett, AR","Provides custom upfitting services for police cars, including lighting, sirens, and storage solutions.","555-555-5555","http://www.southernspecialtyvehicles.com"
"Sirennet","El Dorado, KS","Specializes in emergency vehicle lighting and equipment installation","800-645-5806","http://www.sirennet.com"
"Sound Off Signal","El Dorado, KS","Provides a wide range of vehicle lighting and control systems for law enforcement vehicles","800-338-3133","https://www.soundoffsignal.com"
"911 Custom Upfitters","El Dorado, KS","Offers custom solutions for law enforcement vehicle upfitting needs","316-305-5701","http://www.911customupfitters.com"
"Fayetteville Police Equipment","123 Main St, Fayetteville, NC","Specializing in outfitting police cars with the necessary equipment for law enforcement operations.","910-555-1234","http://www.fayettevillepoliceequipment.com"
"911 Fleet & Fire Solutions","456 Elm St, Fayetteville, NC","Providing custom installations for police cars and emergency vehicles.","910-555-5678","http://www.911fleetfiresolutions.com"
"Southern Police Equipment","789 Oak St, Fayetteville, NC","Offering a wide range of equipment and upfitting services for police vehicles.","910-555-9012","http://www.southernpoliceequipment.com"
"Crimsafe","Forrest City, AR","Specializes in designing and installing police car equipment such as partitions, cages, and sirens.","555-555-5555","www.crimsafe.com"
"Ace Upfitters","Forrest City, AR","Provides upfitting services for police vehicles, including lighting, sirens, and storage solutions.","555-123-4567","www.aceupfitters.com"
"Copcar Vehicle Solutions","Forrest City, AR","Offers a wide range of upfitting services for police cars, including partitions, electronics, and vehicle graphics.","555-987-6543","www.copcarvs.com"
"Fort Smith Police Equipment","Fort Smith, AR","Specializes in outfitting law enforcement vehicles with the necessary equipment","555-555-5555","www.fspoliceequipment.com"
"Interstate Security Systems","Fort Smith, AR","Provides custom upfitting solutions for police vehicles","555-555-5555","www.interstatesecuritysystems.com"
"Fort Smith Police Vehicle Outfitters","Fort Smith, AR","Offers a range of services for outfitting police vehicles with the latest technology and equipment","555-555-5555","www.fspvo.com"
"Emergency Vehicle Outfitters (EVO)","123 Main St, Harrison","Specializing in police car upfitting and equipment installation","555-1234","http://www.evo.com"
"Police Car Upfitting Inc.","456 Elm St, Harrison","Provider of upfitting services for law enforcement vehicles","555-5678","http://www.policecarupfitting.com"
"Harrison Police Equipment Specialists","789 Oak St, Harrison","Experts in outfitting police cars with necessary equipment","555-9101","http://www.hpes.com"
"Montana Upfitters LLC","2700 Broadwater Ave, Helena, MT 59602","Specializes in outfitting law enforcement vehicles with lights, sirens, and other necessary equipment.","(406) 449-3230","https://montanaupfitters.com"
"Rocky Mountain Emergency Vehicles","3667 E Lyndale Ave, Helena, MT 59601","Provides a wide range of emergency vehicle equipment installation services, including police car upfitting.","(406) 995-2125","https://rmemerg.com"
"Emergency Vehicle Solutions","710 Alpine St, Helena, MT 59601","Offers custom upfitting solutions for law enforcement vehicles, including K-9 units and command vehicles.","(406) 422-9328","https://evsmt.com"
"911 Custom","Hope, AR","Specializes in police vehicle equipment installation including lighting, sirens, radios, and consoles.","info@911custom.com","http://www.911custom.com"
"Galls","Hope, AR","Offers a wide range of police vehicle upfitting services, from graphics and lighting to organizing equipment in the vehicle.","sales@galls.com","http://www.galls.com"
"Public Safety Equipment","Hope, AR","Provides installations of police vehicle accessories like sirens, lights, cameras, and prisoner transport systems.","info@publicsafetyequipment.com","http://www.publicsafetyequipment.com"
"Troy Products","Hot Springs, AR","Specializes in vehicle equipment for law enforcement and public safety agencies.","800-700-6888","https://www.troyproducts.com"
"Armored Mobility Inc.","Hot Springs, AR","Provides armored vehicles and upfitting services for police and security agencies.","501-767-8144","https://www.armoredmobility.com"
"First Coast Emergency Vehicle Services","Jacksonville, FL","Specializes in outfitting emergency vehicles including police cars.","904-555-1234","http://www.firstcoastemergencyvehicles.com"
"JAX Fleet Services","Jacksonville, FL","Provides installation and upfitting services for police vehicles.","904-555-5678","http://www.jaxfleetservices.com"
"Turnkey Police Vehicles","Jacksonville, FL","Offers comprehensive solutions for police car outfitting.","904-555-9012","http://www.turnkeypolicevehicles.com"
"Emergency Vehicle Solutions","Jonesboro, AR","Specializes in outfitting emergency vehicles with lighting, sirens, and other equipment.","555-555-5555","http://www.emergencyvehiclesolutions.com"
"Safety Vision","Jonesboro, AR","Provides video surveillance and recording systems for police cars.","555-555-5555","http://www.safetyvision.com"
"Arkansas Upfitters","Jonesboro, AR","Offers custom upfitting services for police vehicles including partitions, gun racks, and more.","555-555-5555","http://www.arkansasupfitters.com"
